demand_id,buyer_id,crop,variety,required_quantity_tons,maximum_price_per_quintal,description,demand_date,required_by_date,cluster,district,taluka,village
D0153,B2653,Field Beans,Local Konkan landrace,6.23,4713.29,Inviting offers for Field Beans from farmers in the region.,2026-05-16,2026-05-30,Konkan,Raigad,Khalapur,Ambivali T. Wankhal
D0154,B3902,Chickoo,Kalipatti,19.69,2112.82,Inviting offers for Chickoo from farmers in the region.,2026-06-01,2026-06-13,Konkan,Thane,Bhiwandi,Ambardi
D0155,B4272,Wheat,Lokwan,11.84,2714.54,Buyer looking to purchase Wheat directly from farmers.,2026-06-29,2026-08-06,Western Maharashtra (Desh),Sangli,Walwa,Bahe
D0156,B4017,Banana,Not Specified,17.54,4918.66,Requirement raised for Banana to meet upcoming production schedule.,2026-07-22,2026-08-05,Khandesh,Jalgaon,Parola,Babhale Nag
D0157,B1034,Turmeric,Selam,19.68,16337.57,Buyer looking to purchase Turmeric directly from farmers.,2026-08-26,2026-10-08,Western Maharashtra (Desh),Sangli,Miraj,Ankali
D0158,B2416,Areca Nut,Sumangala,7.55,51049.08,Looking to procure Areca Nut for institutional buyers.,2026-07-27,2026-09-10,Konkan,Sindhudurg,Malwan,Devli
D0159,B1762,Vari,Konkan local Vari landrace,37.69,4924.53,Buyer looking to purchase Vari directly from farmers.,2026-06-28,2026-08-04,Konkan,Raigad,Poladpur,Agryachakond
D0160,B2561,Linseed,Sharda,21.69,7903.74,Looking to procure Linseed for institutional buyers.,2026-08-22,2026-09-24,Vidarbha,Gadchiroli,Etapalli,Chandanweli
D0161,B0748,Tur,Not Specified,14.29,5858.53,Sourcing Tur for export-quality grading and packaging.,2026-06-22,2026-08-02,Vidarbha,Gadchiroli,Korchi,Maseli
D0162,B4558,Udid,TAU-1,53.46,7759.07,Looking to procure Udid for institutional buyers.,2026-08-23,2026-11-10,Konkan,Thane,Kalyan,Antarli
D0163,B0422,Udid,Not Specified,48.8,7572.29,"Standing requirement for Udid, quantity flexible based on quality.",2026-07-10,2026-08-23,Konkan,Thane,Murbad,Deogaon
D0164,B3951,Sugarcane,Co 740,241.05,482.06,Bulk Sugarcane requirement for processing.,2026-08-08,2026-11-14,Marathwada,Jalna,Jalna,Ner
D0165,B1853,Linseed,Not Specified,55.04,7956.09,"Standing requirement for Linseed, quantity flexible based on quality.",2026-07-23,2026-11-07,Vidarbha,Gadchiroli,Aheri,Nagepalli M
D0166,B4561,Jowar,Maldandi,10.54,3575.56,Sourcing Jowar in bulk for our processing unit.,2026-08-22,2026-10-30,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Kopargaon,Kokamthan
D0167,B0051,Areca Nut,Mangala,23.01,43005.73,Seeking regular Areca Nut supply from nearby farmers.,2026-08-06,2026-08-17,Konkan,Ratnagiri,Mandangad,Ambavane Bk.
D0168,B0752,Udid,Not Specified,23.02,7787.56,Requirement raised for Udid to meet upcoming production schedule.,2026-05-22,2026-07-25,Konkan,Thane,Murbad,Deogaon
D0169,B2658,Groundnut,Not Specified,45.39,5860.59,Looking for fresh Groundnut for wholesale procurement.,2026-05-22,2026-09-03,Vidarbha,Gondia,Salekasa,Pipariya
D0170,B0408,Bajra,Not Specified,25.87,3754.34,Need consistent Bajra supply for ongoing operations.,2026-07-22,2026-10-08,Western Maharashtra (Desh),Pune,Haveli,Ambee
D0171,B2238,Gram,Digvijay,31.23,4953.31,Looking to procure Gram for institutional buyers.,2026-07-30,2026-10-25,Marathwada,Latur,Shirur Anantpal,Ajani Bk.
D0172,B4317,Ragi,Not Specified,5.48,3460.36,"Standing requirement for Ragi, quantity flexible based on quality.",2026-05-07,2026-06-27,Konkan,Ratnagiri,Khed,Khed (Bhadgaon)
D0173,B2470,Groundnut,Not Specified,58.4,8296.76,Sourcing Groundnut in bulk for our processing unit.,2026-06-16,2026-07-11,Western Maharashtra (Desh),Sangli,Tasgaon,Anjani
D0174,B4075,Udid,Not Specified,20.39,7662.46,Sourcing Udid for export-quality grading and packaging.,2026-06-02,2026-09-06,Konkan,Thane,Ambarnath,Ashele
D0175,B2902,Chickoo,Cricket Ball,17.33,2981.47,Bulk Chickoo requirement for processing.,2026-08-17,2026-09-23,Konkan,Palghar,Vada,Abitghar
D0176,B4698,Tur,Phule Rajeshwari,26.92,6918.44,Requirement raised for Tur to meet upcoming production schedule.,2026-05-25,2026-09-06,Vidarbha,Buldhana,Sindkhed Raja,Changefal
D0177,B3770,Groundnut,Not Specified,68.33,5871.97,Bulk Groundnut requirement for processing.,2026-06-04,2026-09-12,Western Maharashtra (Desh),Kolhapur,Radhanagari,Turambe
D0178,B3281,Udid,TAU-2,66.87,8816.66,"Procurement need for good quality Udid, open to multiple sellers.",2026-06-17,2026-08-02,Konkan,Palghar,Vada,Abitghar
D0179,B0626,Field Beans,Konkan Val landrace,22.64,3277.32,Requirement raised for Field Beans to meet upcoming production schedule.,2026-06-19,2026-07-08,Konkan,Raigad,Panvel,Barwai
D0180,B1936,Field Beans,Local Konkan landrace,11.2,4348.09,Looking to procure Field Beans for institutional buyers.,2026-05-10,2026-06-20,Konkan,Raigad,Mangaon,Ambarle
D0181,B3801,Field Beans,Not Specified,30.51,3945.74,"Standing requirement for Field Beans, quantity flexible based on quality.",2026-07-26,2026-08-25,Konkan,Raigad,Sudhagad-Pali,Koshimbale
D0182,B2590,Ragi,Dapoli-1,18.8,3874.31,Sourcing Ragi in bulk for our processing unit.,2026-07-20,2026-09-28,Konkan,Thane,Ambarnath,Chinchpada
D0183,B4157,Vari,Local Bhagar landrace,40.34,3341.86,Sourcing Vari in bulk for our processing unit.,2026-05-10,2026-06-15,Konkan,Palghar,Jawhar,Vavar
D0184,B4154,Jowar,Phule Yashoda,45.58,5795.32,Looking for fresh Jowar for wholesale procurement.,2026-07-02,2026-10-08,Vidarbha,Chandrapur,Bramhapuri,Adyal Gaonganna
D0185,B1543,Chickoo,Kalipatti,19.33,4214.88,Need consistent Chickoo supply for ongoing operations.,2026-05-14,2026-06-14,Konkan,Palghar,Vikramgad,Dadade
D0186,B0691,Gram,JAKI-9218,11.08,6301.8,Need consistent Gram supply for ongoing operations.,2026-07-12,2026-10-23,Marathwada,Latur,Ahmedpur,Shirur Tajband
D0187,B1301,Sugarcane,Co 94012,259.82,562.54,Looking to procure Sugarcane for institutional buyers.,2026-07-21,2026-11-03,Marathwada,Beed,Shirur-Kasar,Shirur
D0188,B2742,Soybean,JS 20-29,43.42,5674.8,Sourcing Soybean in bulk for our processing unit.,2026-08-04,2026-11-21,Marathwada,Nanded,Kandhar,Shiradhon
D0189,B1232,Groundnut,Phule Unnati,68.13,6668.6,Looking to procure Groundnut for institutional buyers.,2026-08-01,2026-10-15,Western Maharashtra (Desh),Kolhapur,Shahuwadi,Bambavade
D0190,B1057,Field Beans,Not Specified,36.63,3580.54,Buyer looking to purchase Field Beans directly from farmers.,2026-07-26,2026-08-26,Konkan,Raigad,Panvel,Belavali
D0191,B1047,Groundnut,Not Specified,62.41,8205.7,Looking to procure Groundnut for institutional buyers.,2026-08-21,2026-09-26,Vidarbha,Bhandara,Lakhandur,Lakhandur
D0192,B3469,Udid,BDU-1,32.89,7031.23,"Procurement need for good quality Udid, open to multiple sellers.",2026-06-18,2026-09-13,Konkan,Palghar,Palghar,Chahade
D0193,B1573,Sugarcane,Co 86032,142.86,385.98,Bulk Sugarcane requirement for processing.,2026-07-10,2026-10-12,Western Maharashtra (Desh),Pune,Maval,Adhale Bk.
D0194,B4314,Vari,Local Bhagar landrace,69.81,4494.44,"Standing requirement for Vari, quantity flexible based on quality.",2026-06-23,2026-08-07,Konkan,Raigad,Alibag,Akshi
D0195,B1482,Gram,Not Specified,59.28,6531.0,Seeking regular Gram supply from nearby farmers.,2026-08-04,2026-09-03,Marathwada,Latur,Udgir,Kumtha Kh.
D0196,B3366,Cotton,Bt Cotton (Bollgard II hybrid),69.9,9236.3,Sourcing Cotton for export-quality grading and packaging.,2026-08-10,2026-10-03,Vidarbha,Amravati,Chandurbazar,Shirajgaon Kasba
D0197,B4375,Tur,Phule Rajeshwari,66.44,6193.38,Looking to procure Tur for institutional buyers.,2026-08-24,2026-11-13,Marathwada,Latur,Jalkot,Belsangvi
D0198,B3783,Tur,Not Specified,58.34,7254.74,Buyer looking to purchase Tur directly from farmers.,2026-08-25,2026-10-14,Marathwada,Latur,Ahmedpur,Hadolti
D0199,B1134,Wheat,Not Specified,11.3,2716.82,Requirement raised for Wheat to meet upcoming production schedule.,2026-07-16,2026-08-23,Vidarbha,Amravati,Chandur,Palaskhed
D0200,B4227,Banana,Not Specified,12.68,4389.56,Sourcing Banana in bulk for our processing unit.,2026-07-02,2026-08-13,Khandesh,Jalgaon,Jamner,Ambadi
D0201,B1208,Ragi,Not Specified,6.94,4363.64,Need consistent Ragi supply for ongoing operations.,2026-08-19,2026-09-16,Konkan,Thane,Thane,Agasan
D0202,B3399,Ragi,Phule Nachani,15.81,3444.41,Bulk Ragi requirement for processing.,2026-06-22,2026-07-20,Konkan,Ratnagiri,Mandangad,Dandnagari
D0203,B2611,Field Beans,Not Specified,33.23,4472.77,Seeking regular Field Beans supply from nearby farmers.,2026-05-20,2026-06-17,Konkan,Raigad,Sudhagad-Pali,Koshimbale
D0204,B3871,Sugarcane,Not Specified,134.74,537.11,Need consistent Sugarcane supply for ongoing operations.,2026-07-23,2026-08-27,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Paithan,Pimpalwadi (Pirachi)
D0205,B0156,Chickoo,Cricket Ball,20.78,3643.99,Inviting offers for Chickoo from farmers in the region.,2026-06-29,2026-07-27,Konkan,Palghar,Palghar,Barhanpur
D0206,B1947,Cotton,Ajeet-155 Bt,23.38,9310.61,"Standing requirement for Cotton, quantity flexible based on quality.",2026-07-03,2026-08-11,Vidarbha,Gadchiroli,Chamorshi,Kunghada Raiyyatwari
D0207,B4095,Udid,Not Specified,9.73,8089.19,"Procurement need for good quality Udid, open to multiple sellers.",2026-08-03,2026-10-04,Konkan,Thane,Murbad,Deogaon
D0208,B3517,Ragi,Dapoli-2,11.62,3497.71,Looking to procure Ragi for institutional buyers.,2026-07-29,2026-10-29,Konkan,Thane,Shahapur,Cherpoli
D0209,B2955,Udid,BDU-1,34.75,7946.36,Looking to procure Udid for institutional buyers.,2026-06-24,2026-09-04,Konkan,Palghar,Vikramgad,Alonde
D0210,B2078,Rice,Not Specified,41.13,3382.37,"Procurement need for good quality Rice, open to multiple sellers.",2026-08-05,2026-11-18,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Rukadi
D0211,B0850,Soybean,Not Specified,54.62,5499.32,Looking for fresh Soybean for wholesale procurement.,2026-06-19,2026-08-26,Marathwada,Nanded,Ardhapur,Lahan
D0212,B1435,Banana,Not Specified,24.92,5235.58,Need consistent Banana supply for ongoing operations.,2026-07-25,2026-08-12,Khandesh,Jalgaon,Yawal,Aklud
D0213,B0517,Cotton,Not Specified,68.25,7732.98,"Procurement need for good quality Cotton, open to multiple sellers.",2026-05-05,2026-06-24,Vidarbha,Wardha,Samudrapur,Bhosa
D0214,B0344,Soybean,JS 9560,40.72,7631.25,Inviting offers for Soybean from farmers in the region.,2026-07-05,2026-08-03,Marathwada,Nanded,Biloli,Sagroli
D0215,B1566,Vari,Konkan local Vari landrace,69.08,3906.78,Bulk Vari requirement for processing.,2026-08-12,2026-10-31,Western Maharashtra (Desh),Satara,Jaoli,Akhade
D0216,B3277,Udid,Not Specified,68.48,7682.78,Seeking regular Udid supply from nearby farmers.,2026-07-08,2026-10-04,Konkan,Thane,Ambarnath,Chinchpada
D0217,B3010,Field Beans,Not Specified,22.25,4869.07,Sourcing Field Beans for export-quality grading and packaging.,2026-06-29,2026-08-05,Konkan,Raigad,Alibag,Agarkot
D0218,B1479,Sunflower,Morden,16.18,6103.5,Sourcing Sunflower in bulk for our processing unit.,2026-06-13,2026-09-23,Vidarbha,Buldhana,Shegaon,Jalamb
D0219,B3491,Banana,Red Banana,14.72,1588.59,Requirement raised for Banana to meet upcoming production schedule.,2026-07-23,2026-08-29,Khandesh,Jalgaon,Yawal,Adgaon
D0220,B2250,Linseed,Not Specified,52.0,5664.93,Looking to procure Linseed for institutional buyers.,2026-07-25,2026-10-04,Vidarbha,Gadchiroli,Bhamragad,Arewada
D0221,B4204,Tur,Not Specified,51.99,8800.55,Seeking regular Tur supply from nearby farmers.,2026-08-16,2026-12-05,Konkan,Thane,Ambarnath,Chinchpada
D0222,B3590,Sunflower,KBSH-1,25.5,7102.67,Requirement raised for Sunflower to meet upcoming production schedule.,2026-06-23,2026-09-28,Vidarbha,Buldhana,Lonar,Sultanpur
D0223,B0266,Chickoo,Not Specified,24.77,4192.84,Requirement raised for Chickoo to meet upcoming production schedule.,2026-07-02,2026-07-16,Konkan,Thane,Bhiwandi,Ambardi
D0224,B4702,Sunflower,Morden,36.83,7116.52,"Procurement need for good quality Sunflower, open to multiple sellers.",2026-08-25,2026-09-22,Vidarbha,Buldhana,Lonar,Bibi
D0225,B1525,Cashew,Vengurla-8,33.71,14987.1,Sourcing Cashew in bulk for our processing unit.,2026-08-02,2026-08-25,Konkan,Sindhudurg,Malwan,Devli
D0226,B2340,Bajra,Not Specified,72.73,2547.91,Seeking regular Bajra supply from nearby farmers.,2026-08-17,2026-11-07,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Vaijapur,Shioor
D0227,B1415,Areca Nut,Not Specified,19.0,34641.75,Looking to procure Areca Nut for institutional buyers.,2026-08-25,2026-09-24,Konkan,Ratnagiri,Dapoli,Satamba
D0228,B2847,Bajra,Not Specified,43.79,2783.53,Sourcing Bajra in bulk for our processing unit.,2026-08-16,2026-12-10,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Kannad,Deogaon (R)
D0229,B1427,Soybean,Not Specified,40.31,4813.71,"Procurement need for good quality Soybean, open to multiple sellers.",2026-08-11,2026-10-05,Vidarbha,Wardha,Wardha,Waigaon
D0230,B4048,Tur,Vipula,45.1,7132.76,Inviting offers for Tur from farmers in the region.,2026-05-18,2026-06-23,Vidarbha,Washim,Risod,Rithad
D0231,B0539,Maize,Karveer,42.6,2563.87,"Standing requirement for Maize, quantity flexible based on quality.",2026-05-10,2026-07-14,Khandesh,Nandurbar,Navapur,Haldani
D0232,B0608,Areca Nut,Sumangala,8.52,54450.18,Inviting offers for Areca Nut from farmers in the region.,2026-07-26,2026-08-16,Konkan,Ratnagiri,Dapoli,Murdi
D0233,B1058,Tur,BDN-711,61.77,7306.95,Sourcing Tur in bulk for our processing unit.,2026-05-24,2026-07-29,Marathwada,Latur,Ausa,Ujani
D0234,B1848,Turmeric,Selam,28.21,17688.15,Sourcing Turmeric in bulk for our processing unit.,2026-05-28,2026-07-12,Western Maharashtra (Desh),Sangli,Shirala,Arala
D0235,B2249,Field Beans,Local Konkan landrace,25.52,3013.94,Looking to procure Field Beans for institutional buyers.,2026-05-24,2026-06-12,Konkan,Raigad,Alibag,Agarkot
D0236,B1403,Field Beans,Not Specified,29.16,4355.28,"Standing requirement for Field Beans, quantity flexible based on quality.",2026-05-05,2026-05-16,Konkan,Raigad,Uran,Aware
D0237,B0666,Sugarcane,Phule 265,452.8,374.5,"Procurement need for good quality Sugarcane, open to multiple sellers.",2026-08-08,2026-10-25,Western Maharashtra (Desh),Kolhapur,Kagal,Siddhanerli
D0238,B0249,Udid,TAU-1,51.58,7415.85,"Procurement need for good quality Udid, open to multiple sellers.",2026-08-12,2026-12-02,Konkan,Thane,Shahapur,Cherpoli
D0239,B3327,Bajra,ICTP-8203,52.73,2437.92,Buyer looking to purchase Bajra directly from farmers.,2026-07-07,2026-08-27,Marathwada,Jalna,Partur,Satona Kh.
D0240,B2787,Cotton,Not Specified,28.1,9518.73,Sourcing Cotton for export-quality grading and packaging.,2026-08-26,2026-11-03,Marathwada,Parbhani,Gangakhed,Ranisawargaon
D0241,B3267,Maize,Ganga Safed-2,41.9,1868.29,"Procurement need for good quality Maize, open to multiple sellers.",2026-07-04,2026-09-01,Khandesh,Jalgaon,Amalner,Ambasan
D0242,B3684,Sunflower,KBSH-1,12.55,8048.23,"Standing requirement for Sunflower, quantity flexible based on quality.",2026-06-28,2026-08-12,Vidarbha,Buldhana,Lonar,Bibi
D0243,B2683,Linseed,Not Specified,48.03,5995.86,Seeking regular Linseed supply from nearby farmers.,2026-07-09,2026-10-07,Vidarbha,Gadchiroli,Dhanora,Rangi
D0244,B3825,Cotton,DCH-32,39.86,7872.06,Buyer looking to purchase Cotton directly from farmers.,2026-07-09,2026-09-02,Vidarbha,Amravati,Daryapur,Darapur
D0245,B1763,Cashew,Not Specified,5.75,16607.38,"Standing requirement for Cashew, quantity flexible based on quality.",2026-08-19,2026-09-28,Konkan,Sindhudurg,Vaibhavwadi,Lore
D0246,B2341,Gram,Digvijay,36.88,6696.9,Sourcing Gram for export-quality grading and packaging.,2026-06-21,2026-09-05,Marathwada,Latur,Jalkot,Atnoor
D0247,B2998,Mango (Alphonso),Alphonso (Hapus),22.82,11098.73,Inviting offers for Mango (Alphonso) from farmers in the region.,2026-06-10,2026-07-14,Konkan,Sindhudurg,Dodamarg,Panturli
D0248,B4131,Mango (Alphonso),Pairi,31.14,21259.78,"Standing requirement for Mango (Alphonso), quantity flexible based on quality.",2026-05-17,2026-06-02,Konkan,Raigad,Tala,Bamanghar
D0249,B3227,Ragi,Dapoli-2,21.59,3408.37,Seeking regular Ragi supply from nearby farmers.,2026-05-29,2026-08-27,Konkan,Thane,Ambarnath,Chinchpada
D0250,B3289,Coconut,Banawali,5.47,5409.63,Need consistent Coconut supply for ongoing operations.,2026-07-11,2026-07-30,Konkan,Sindhudurg,Vengurla,Parule
D0251,B4224,Areca Nut,Sumangala,9.65,58767.52,Sourcing Areca Nut for export-quality grading and packaging.,2026-08-16,2026-09-16,Konkan,Ratnagiri,Lanja,Nivasar
D0252,B4156,Sugarcane,Not Specified,332.72,538.29,Sourcing Sugarcane in bulk for our processing unit.,2026-07-06,2026-08-02,Marathwada,Latur,Jalkot,Atnoor
D0253,B3018,Coconut,Banawali,36.09,4927.82,Sourcing Coconut for export-quality grading and packaging.,2026-08-18,2026-08-29,Konkan,Sindhudurg,Vaibhavwadi,Lore
D0254,B3888,Field Beans,Konkan Val landrace,29.19,4298.61,Seeking regular Field Beans supply from nearby farmers.,2026-07-12,2026-08-15,Konkan,Raigad,Khalapur,Ajivali
D0255,B1211,Jowar,Not Specified,24.76,4856.78,Sourcing Jowar for export-quality grading and packaging.,2026-05-15,2026-06-11,Western Maharashtra (Desh),Pune,Maval,Adavi
D0256,B3613,Tur,BSMR-736,34.86,6227.31,Inviting offers for Tur from farmers in the region.,2026-08-09,2026-11-02,Khandesh,Jalgaon,Raver,Ainpur
D0257,B0511,Linseed,Not Specified,36.59,6922.75,Looking to procure Linseed for institutional buyers.,2026-07-06,2026-09-17,Vidarbha,Gondia,Sadak-Arjuni,Saundal
D0258,B2571,Wheat,Not Specified,36.72,2791.46,Inviting offers for Wheat from farmers in the region.,2026-06-20,2026-10-15,Marathwada,Nanded,Ardhapur,Lahan
D0259,B2166,Areca Nut,Not Specified,10.63,38883.37,Inviting offers for Areca Nut from farmers in the region.,2026-06-12,2026-07-11,Konkan,Ratnagiri,Rajapur,Avali Chiwadi
D0260,B2368,Coconut,Not Specified,26.66,4576.55,Need consistent Coconut supply for ongoing operations.,2026-06-19,2026-07-16,Konkan,Sindhudurg,Sawantwadi,Kariwade
D0261,B2358,Tur,Vipula,32.72,8894.6,Requirement raised for Tur to meet upcoming production schedule.,2026-08-24,2026-10-06,Vidarbha,Gadchiroli,Dhanora,Dhanora
D0262,B2380,Maize,African Tall,30.93,2221.01,Sourcing Maize in bulk for our processing unit.,2026-08-06,2026-09-27,Khandesh,Nandurbar,Talode,Borad
D0263,B1656,Field Beans,Not Specified,13.74,4242.24,Sourcing Field Beans in bulk for our processing unit.,2026-05-19,2026-06-13,Konkan,Raigad,Poladpur,Agryachakond
D0264,B1987,Linseed,Sharda,20.04,6103.28,Bulk Linseed requirement for processing.,2026-06-28,2026-10-22,Vidarbha,Gondia,Gondia,Aasoli
D0265,B3870,Groundnut,Phule Unnati,8.74,7529.87,Seeking regular Groundnut supply from nearby farmers.,2026-06-27,2026-09-20,Western Maharashtra (Desh),Solapur,Solapur South,Achegaon
D0266,B3912,Areca Nut,Not Specified,29.28,39971.67,Sourcing Areca Nut in bulk for our processing unit.,2026-07-26,2026-08-10,Konkan,Sindhudurg,Vengurla,Parule
D0267,B4704,Wheat,Lokwan,65.01,2282.8,Seeking regular Wheat supply from nearby farmers.,2026-08-23,2026-09-21,Marathwada,Nanded,Mukhed,Jamb Bk.
D0268,B3253,Gram,Not Specified,20.77,6395.32,Sourcing Gram in bulk for our processing unit.,2026-08-19,2026-09-14,Marathwada,Latur,Ahmedpur,Shirur Tajband
D0269,B2445,Sugarcane,Not Specified,118.89,639.45,Sourcing Sugarcane in bulk for our processing unit.,2026-07-03,2026-10-18,Marathwada,Nanded,Nanded,Tuppa
D0270,B4451,Soybean,JS 335,61.94,5939.28,"Procurement need for good quality Soybean, open to multiple sellers.",2026-08-13,2026-10-19,Marathwada,Nanded,Hadgaon,Palsa
D0271,B1332,Vari,Not Specified,53.98,4701.01,Looking for fresh Vari for wholesale procurement.,2026-08-05,2026-10-06,Western Maharashtra (Desh),Kolhapur,Kagal,Siddhanerli
D0272,B4652,Gram,Not Specified,21.22,6083.36,Looking to procure Gram for institutional buyers.,2026-08-20,2026-11-07,Marathwada,Latur,Jalkot,Belsangvi
D0273,B4222,Sugarcane,CoM 0265,401.6,345.04,Seeking regular Sugarcane supply from nearby farmers.,2026-07-06,2026-08-31,Western Maharashtra (Desh),Kolhapur,Radhanagari,Turambe
D0274,B0056,Gram,JAKI-9218,37.92,5306.07,Requirement raised for Gram to meet upcoming production schedule.,2026-06-12,2026-10-07,Marathwada,Latur,Nilanga,Aurad
D0275,B4694,Wheat,Sharbati,51.26,2122.35,Bulk Wheat requirement for processing.,2026-07-04,2026-08-18,Western Maharashtra (Desh),Satara,Jaoli,Anewadi
D0276,B3322,Tur,Not Specified,67.67,8577.25,Sourcing Tur in bulk for our processing unit.,2026-07-31,2026-11-14,Vidarbha,Yavatmal,Kalamb,Antargaon
D0277,B2417,Groundnut,Phule Unnati,22.68,6034.95,Seeking regular Groundnut supply from nearby farmers.,2026-07-03,2026-10-13,Western Maharashtra (Desh),Pune,Shirur,Alegaon Paga
